DE_TransE_i,DE_SimplE_i,DE_DistMult_i,TERO_i,ATISE_i,DE_TransE,DE_SimplE,DE_DistMult,TERO,ATISE
0.238054116,0.184047834,0.29991174,0.193505043,0.185404125,0.999438439,0.999579006,0.999438044,0.999859708,0.999859669
0.264980138,0.247954645,0.281677311,0.202523179,0.180272588,0.99985961,0.999017682,0.997049733,0.999438833,0.999719338
0.174249714,0.159028021,0.240185272,0.202504883,0.17767359,0.998736487,0.999158013,0.998595111,0.999719416,0.999719338
0.266737383,0.267245769,0.316731211,0.26092741,0.196809983,1,0.999719338,0.999157067,1,1
0.191432625,0.276519564,0.320517585,0.267004413,0.218810592,0.99985961,1,0.999719022,0.999579125,0.999438675
0.27629615,0.217737324,0.313471481,0.283305041,0.213875896,0.992278534,0.999017682,0.999016578,1,0.998175695
0.191432625,0.207472013,0.264623557,0.258165561,0.195887031,0.996911414,0.999298344,0.999297555,0.999438833,0.996211058
0.228784195,0.20396718,0.291207386,0.201945598,0.187244197,0.978099116,0.992983441,0.992554088,0.982042649,0.969548134
0.191432625,0.210250643,0.292740377,0.220484789,0.189080432,0.999438439,1,1,0.998035915,0.999579006
0.212464278,0.210250643,0.228643594,0.260708219,0.198199167,0.998455707,1,0.999719022,1,0.999859669
0.191432625,0.210250643,0.292740377,0.246313282,0.198649873,0.999719219,1,1,0.999859708,1
0.185250706,0.183999135,0.281381983,0.19940069,0.181011116,0.984557069,0.989755824,0.998876089,0.993406285,0.995369071
0.209441503,0.20503488,0.259195915,0.194198968,0.18530656,0.999438439,1,0.999859511,1,1
0.17678923,0.145388395,0.156696244,0.174770522,0.173660264,0.98525902,0.99761437,0.991851644,0.998597082,0.997895032
0.21928655,0.20503488,0.276351467,0.194198968,0.18530656,0.999719219,1,1,1,1
0.254820292,0.132089512,0.231912716,0.189129283,0.168558381,0.986522533,0.964776873,0.982298398,0.999719416,0.998316026
0.122471914,0.186093692,0.279186697,0.238550429,0.187529089,0.99985961,1,1,1,1
0.192947775,0.186093692,0.255410888,0.19744029,0.183815457,0.997753755,1,0.999719022,0.998597082,0.999438675
0.122471914,0.186093692,0.279186697,0.238550429,0.187529089,0.999438439,1,1,1,1
0.224016273,0.186093692,0.258381643,0.236418264,0.182301128,1,1,0.999297555,0.999859708,0.999579006
0.155613997,0.266363425,0.302942121,0.243462205,0.199576272,0.998315317,0.8978389,0.910087103,0.998877666,0.99761437
0.27271284,0.24616404,0.331163341,0.254967225,0.185858927,0.997753755,0.968004491,0.968670975,0.998877666,0.983861914
0.155614009,0.345928744,0.424683182,0.282270133,0.237967255,0.999719219,0.885068762,0.938887328,1,1
0.266855473,0.29178469,0.400002728,0.233158293,0.206919347,0.978099116,0.949059781,0.95012644,0.982182941,0.970390121
0.238054116,0.161657493,0.261833939,0.253002444,0.230653859,0.996069072,0.998737019,0.98342231,0.985690236,0.999438675
0.440889817,0.216458454,0.349502552,0.340945894,0.257976651,1,0.995369071,0.985810621,1,1
0.223595945,0.126885716,0.23224583,0.174908301,0.166255602,0.988909167,0.999298344,0.981595954,0.996352413,0.998596688
0.377611417,0.318579649,0.440389025,0.31220463,0.226193352,0.98034536,0.99410609,0.983984265,0.983024691,0.999579006
0.133062317,0.208489003,0.257995819,0.217298591,0.20251851,0.99985961,1,1,1,1
0.237034322,0.208489003,0.249889839,0.206121351,0.184497114,0.996771023,1,0.999859511,0.999859708,0.997193376
0.133062317,0.208489003,0.257995819,0.217298591,0.20251851,0.998315317,1,1,1,1
0.218053818,0.175818232,0.250326151,0.214399141,0.176503616,0.991576583,0.994667415,0.999016578,0.999719416,0.997895032
0.190141825,0.197533967,0.287732794,0.231065206,0.192104838,1,1,1,1,0.999859669
0.143152879,0.159390006,0.26164727,0.231065206,0.196964313,0.996911414,0.999158013,0.998876089,1,1
0.190141825,0.197533967,0.287732794,0.231065206,0.196964313,1,1,1,1,1
0.187469825,0.183684621,0.269459961,0.168542181,0.179581496,0.999438439,0.993544766,0.994520933,0.981762065,0.989475161
0.209097132,0.226828678,0.28665357,0.19046882,0.162806099,1,1,0.999859511,1,1
0.209097132,0.189869474,0.256898886,0.19046882,0.162806099,1,0.999859669,0.999016578,1,1
0.186567338,0.1703805,0.221330846,0.19046882,0.162806099,0.99985961,0.999859669,0.999859511,1,1
0.18069687,0.193114808,0.184039889,0.190286162,0.162806099,0.994665169,0.968986809,0.962067997,0.999859708,1
0.191432625,0.245691034,0.292435311,0.273388768,0.207385917,0.936683981,0.677378614,0.333661141,0.765852974,0.413696323
0.414693937,0.311649029,0.377054707,0.367965488,0.300903776,0.996209462,0.975161381,0.969513908,0.999579125,0.986387875
0.191432625,0.3981161,0.508877833,0.334455614,0.324756355,0.998034536,0.97740668,0.839561675,0.986251403,0.986808869
0.38448313,0.363450622,0.468113428,0.350494718,0.319739231,0.979222238,0.975301712,0.949423996,0.982744108,0.995369071
0.184240515,0.190403383,0.305827913,0.186769935,0.182718604,0.99985961,0.999859669,0.999859511,0.999859708,0.999859669
0.128597318,0.19420989,0.262503514,0.206645229,0.179176565,0.994805559,0.999017682,0.993397022,0.998597082,0.999438675
0.184240515,0.220696799,0.323827168,0.224861733,0.183742153,0.99985961,0.999859669,0.999578533,0.999579125,0.999719338
0.215283548,0.208918932,0.330536264,0.21209018,0.187223486,0.998596097,0.997754701,0.997892666,0.998737374,0.999158013
0.183904527,0.181372918,0.259418312,0.188902454,0.183391734,0.997613365,0.999579006,0.999438044,0.998737374,0.999719338
0.319128555,0.231028871,0.326090325,0.285860903,0.200804075,0.998736487,0.998316026,0.991149199,0.999719416,0.998877351
0.183904527,0.205639751,0.293719022,0.271957043,0.203717075,0.996911414,0.998737019,0.999016578,0.998597082,0.997895032
0.285276615,0.294719364,0.311133081,0.257831623,0.199459578,0.992559315,0.998737019,0.987636977,0.99452862,0.989755824
0.180380262,0.190201621,0.311944933,0.22309832,0.171020311,0.999157658,0.999579006,0.998314133,1,0.999859669
0.164515376,0.169926917,0.288938951,0.212098173,0.150784941,0.995647901,0.997333708,0.984546221,0.999719416,0.997333708
0.180380262,0.239633815,0.327802213,0.22309832,0.174697915,0.99985961,1,0.998595111,1,1
0.212438079,0.239633815,0.381938933,0.22309832,0.172341947,0.995928682,1,0.994661422,1,0.999579006
0.191432625,0.201128653,0.295275984,0.236454915,0.199218724,0.999719219,1,1,0.999719416,0.998456357
0.184697698,0.201128653,0.292840282,0.240899001,0.220121238,0.999719219,1,0.999859511,1,0.999579006
0.191432625,0.201128653,0.295275984,0.240899001,0.201334642,0.99985961,1,1,1,0.999579006
0.160997661,0.152047349,0.260449267,0.184072505,0.176632026,0.98539941,0.97502105,0.978505198,0.964365881,0.949621106
0.110461795,0.247047116,0.32958088,0.260527751,0.197959298,0.996490243,1,1,0.999859708,1
0.288348976,0.227524319,0.314008372,0.203166008,0.185027189,0.995507511,0.999719338,0.999438044,0.996352413,0.999859669
0.110461795,0.238020268,0.325931722,0.260922791,0.197959298,0.994384389,0.999859669,0.999859511,0.999859708,1
0.332130205,0.237270669,0.328804192,0.276053219,0.165922523,0.997332585,0.995790065,0.999859511,1,0.999158013
0.175144918,0.156273386,0.163718742,0.17963055,0.190964413,0.999578829,0.999719338,0.999859511,0.999158249,0.999859669
0.243545631,0.213483847,0.272454977,0.26057346,0.18219869,0.996771023,0.997053045,0.996909244,0.999298541,0.992281785
0.238054116,0.261844332,0.321762765,0.289766664,0.214249177,0.999719219,1,1,1,1
0.216453545,0.177764563,0.24418709,0.181651342,0.182398641,0.966867893,0.95481336,0.968249508,0.951178451,0.967022172
0.155614009,0.248261119,0.361836953,0.204579438,0.1882953,0.996209462,0.999298344,0.999157067,0.999298541,0.999579006
0.236113114,0.263065672,0.30237114,0.24776875,0.19934926,0.989611119,0.995649733,0.990727733,0.998176207,0.999859669
0.155614009,0.197417043,0.257548768,0.209779975,0.185184475,0.988207216,0.994807746,0.991711155,0.998597082,0.999017682
0.294491915,0.247746049,0.346663919,0.254035399,0.180004622,0.986241752,0.971653101,0.966001686,0.999298541,0.999158013
0.155614009,0.265139555,0.379404081,0.259644002,0.187411514,0.999578829,1,1,1,1
0.212792153,0.240841487,0.338772873,0.259644002,0.180980219,0.996349853,0.999579006,0.999297555,1,0.999438675
0.155614009,0.217991838,0.311692632,0.20722583,0.186817986,0.993120876,0.997754701,0.996487777,0.998316498,0.999859669
0.189938907,0.20246134,0.309263155,0.18937938,0.186127774,0.988066826,0.990036486,0.988058443,0.99691358,0.999579006
0.187979282,0.160909781,0.192214651,0.227723112,0.208518903,0.99031307,0.994667415,0.975835909,0.999438833,0.998596688
0.237788023,0.239134263,0.341330958,0.211675956,0.194395072,0.990453461,0.998877351,0.981876932,0.997194164,0.992983441
0.187979282,0.228107696,0.2637897,0.246073605,0.218252731,0.999298049,0.999158013,0.982438887,0.999719416,0.999579006
0.284085355,0.274869486,0.403442548,0.259904875,0.233519657,0.984557069,0.994667415,0.975133464,0.999859708,1
0.122471914,0.167511352,0.221879495,0.2301184,0.187888814,0.998455707,0.999298344,0.999578533,1,0.999859669
0.213779761,0.211426095,0.293601772,0.205564315,0.186779209,0.996490243,0.999719338,0.998173644,0.999579125,0.999579006
0.122471914,0.227712308,0.322176508,0.2301184,0.195191609,0.99985961,1,1,1,1
0.229132794,0.209316361,0.271813431,0.215884332,0.174029373,0.993542047,0.998596688,0.9962068,0.999859708,0.998737019
0.169086307,0.197633539,0.249698329,0.203864433,0.187871966,0.999157658,0.999298344,0.999438044,0.999158249,0.997193376
0.193953347,0.176634141,0.278426517,0.237182294,0.210072423,1,0.999719338,0.999578533,1,0.999859669
0.191432625,0.216370317,0.30339769,0.237182294,0.210019364,0.99985961,1,1,1,0.999859669
0.163720837,0.176266549,0.245215333,0.199935581,0.155360275,0.9653236,0.95607634,0.967125597,0.980499439,0.950463093
0.151265731,0.186217006,0.24614105,0.200578232,0.177834142,0.99985961,1,1,1,1
0.077831175,0.111724763,0.10999916,0.191079973,0.172552162,0.998174926,0.994246422,0.997611689,0.999298541,0.999017682
0.151265719,0.186217006,0.24614105,0.200578232,0.177834142,0.99985961,1,1,1,1
0.161808942,0.156160574,0.242333745,0.175701875,0.14341019,0.988066826,0.964776873,0.998876089,0.991582492,0.994527084
0.191432625,0.210886934,0.309277698,0.227120782,0.19746826,0.999578829,0.999438675,0.999157067,0.999017957,1
0.221022142,0.184579908,0.319363028,0.259889777,0.19746826,1,0.998596688,0.999438044,1,1
0.191432625,0.215911172,0.286030607,0.21443964,0.191657658,0.999298049,0.999579006,0.999438044,0.998597082,0.999579006
0.203592763,0.206986373,0.302929289,0.207109544,0.157921067,0.992699705,0.992422116,0.99227311,0.987373737,0.996632052
0.191432625,0.189826914,0.278240176,0.200926971,0.188970063,0.999578829,0.999438675,0.999438044,0.998877666,0.999298344
0.218773549,0.204149134,0.279704368,0.241777244,0.204630773,0.999719219,0.998737019,0.999297555,0.999859708,0.999719338
0.191432625,0.190997115,0.27932739,0.223711485,0.194490978,0.999298049,0.999719338,0.999719022,0.999579125,0.999158013
0.19146635,0.179781708,0.292741105,0.180885833,0.144713474,0.99017268,0.991439798,0.995785333,0.968434343,0.982739265
0.175999419,0.228193673,0.373315327,0.272344386,0.222037023,0.992840095,0.999579006,1,0.999859708,1
0.29839259,0.251060991,0.310637889,0.262269848,0.216290444,0.997894146,0.996772383,0.996628266,0.999859708,0.999438675
0.175999419,0.232740732,0.272852358,0.23573991,0.201425857,0.994805559,0.998877351,0.998595111,0.998316498,0.998316026
0.267265683,0.179691308,0.314201611,0.205593564,0.186647014,0.986522533,0.98807185,0.995504355,0.988075196,0.994386753
0.122471914,0.182906908,0.240173041,0.28292877,0.206607213,0.99985961,1,1,1,1
0.173536569,0.182906908,0.240173041,0.28292877,0.193761989,0.998315317,1,1,1,0.999719338
0.122471914,0.182906908,0.240173041,0.221122704,0.183112285,0.999578829,1,1,0.995650954,0.999298344
0.198901678,0.159747139,0.234402129,0.17778158,0.162702936,0.99985961,0.999158013,0.999719022,0.994668911,0.998737019
0.21928655,0.144659958,0.283231287,0.234653194,0.175552151,0.999719219,0.999859669,1,0.999438833,0.999859669
0.265356354,0.186102479,0.275246015,0.265097478,0.178461781,1,1,0.999719022,1,0.999859669
0.21928655,0.184202036,0.283231287,0.232936615,0.178785528,0.999719219,0.999859669,1,0.999579125,1
0.255641494,0.179322873,0.26541102,0.18061596,0.178785528,0.999719219,0.998456357,0.998314133,0.998737374,1
0.133062317,0.198638576,0.28237639,0.207782391,0.190124718,0.995507511,0.998596688,0.998033155,0.999579125,0.999719338
0.232202052,0.251056531,0.359048426,0.205679535,0.19291247,0.993401657,0.999719338,0.999719022,0.999438833,0.999859669
0.133062317,0.223729661,0.361294802,0.23492283,0.198493261,0.999578829,0.999859669,0.999859511,1,1
0.265639603,0.25124904,0.364898075,0.23492283,0.194752412,0.999298049,0.999579006,0.999438044,1,0.999579006
0.178860125,0.160039567,0.250877512,0.207323287,0.190661636,0.99985961,1,1,1,1
0.124073628,0.129884895,0.226178407,0.194790819,0.179554175,0.990734241,0.999579006,0.999719022,0.998597082,0.998035363
0.178860138,0.160039567,0.238571268,0.195163893,0.186065876,0.999298049,1,0.999859511,0.999859708,0.999719338
0.2071117,0.141850115,0.201502799,0.174877986,0.139706356,0.983153166,0.993544766,0.986372577,0.992143659,0.980914959
0.151053685,0.195848437,0.294211321,0.202146197,0.176806652,0.99985961,0.999859669,0.999297555,0.999719416,0.999859669
0.175146531,0.180323753,0.295815805,0.189282989,0.160355988,1,0.999719338,0.999438044,0.999719416,0.999579006
0.175146531,0.19880982,0.321986309,0.203657795,0.177845443,1,1,1,1,1
0.156309093,0.182715501,0.311889694,0.189703134,0.177845443,0.998876878,0.996912714,0.997892666,0.999438833,1
0.184240515,0.262277604,0.376638524,0.266354479,0.203760673,0.98497824,0.997193376,0.998033155,0.785774411,0.946393489
0.28521581,0.269288047,0.315018068,0.322800974,0.296335544,0.981889653,0.988492843,0.983843776,0.997755331,0.998456357
0.184240515,0.258153121,0.351227044,0.284637178,0.213060799,0.996490243,0.998035363,0.999297555,0.942620651,0.954953691
0.299467324,0.294330016,0.374229323,0.315107514,0.276920246,0.948897936,0.990036486,0.990306266,0.951459035,0.992001123
0.175999419,0.244174307,0.304475603,0.234629806,0.199739001,0.999157658,0.998316026,0.999157067,0.998877666,0.997754701
0.202826915,0.188748918,0.24648532,0.260493055,0.219152173,0.996490243,0.978248667,0.982860354,0.999017957,0.99284311
0.175999419,0.242429472,0.331915075,0.279802669,0.226289491,0.999298049,0.999298344,0.999578533,0.999579125,0.999298344
0.237285336,0.246535788,0.275746577,0.20413928,0.192339497,0.996771023,0.955795678,0.962629952,0.954826038,0.950182431
0.155614009,0.232274886,0.363886558,0.261196335,0.184449369,0.999578829,0.999438675,0.9987356,0.986111111,0.999859669
0.213724284,0.211510031,0.331256675,0.300615001,0.186903731,0.997753755,0.994948077,0.990587244,0.999298541,0.999579006
0.155614009,0.210720439,0.276687474,0.207940064,0.188249887,0.999157658,0.999579006,0.997330711,0.984567901,1
0.251294463,0.243475951,0.384443907,0.218256647,0.175908195,0.999719219,0.998737019,0.998314133,0.954545455,0.999579006
0.231016145,0.153204577,0.24034908,0.248033946,0.17770568,0.999719219,1,0.999859511,1,1
0.234602631,0.153204577,0.276509305,0.248033946,0.17770568,1,1,1,1,1
0.231420172,0.153204577,0.272769289,0.248033946,0.176461236,0.999719219,1,0.999859511,1,0.999859669
0.227758535,0.13559683,0.254568895,0.191262395,0.17770568,0.999438439,0.999158013,0.999157067,0.982603816,1
0.133062317,0.207722562,0.268015299,0.172528407,0.172126288,0.983855117,0.998877351,0.992694577,0.983305275,0.998456357
0.212377055,0.21867529,0.339690272,0.263525724,0.199858443,0.993963218,0.999438675,0.993116044,0.998737374,0.998737019
0.133062317,0.273898783,0.372527819,0.219256031,0.167409972,0.999438439,0.999859669,0.999157067,0.991582492,0.999719338
0.236557148,0.234695059,0.344597532,0.243082381,0.196267362,0.993401657,0.99522874,0.98974431,0.968434343,0.997474039
0.12925385,0.214701829,0.313333682,0.253511224,0.192466481,0.998876878,1,0.999719022,1,1
0.195656214,0.166681036,0.252748639,0.216437223,0.188734186,0.998455707,0.998175695,0.993818488,0.997755331,0.999158013
0.129253862,0.185847299,0.274275324,0.199703483,0.17044949,0.998736487,0.999438675,0.999016578,0.999438833,0.999298344
0.19228203,0.21126241,0.280954116,0.199003873,0.170880704,0.96560438,0.997895032,0.981595954,0.994107744,0.992281785
0.217929618,0.106705362,0.209194272,0.230429541,0.218800743,0.998315317,0.998456357,0.999719022,0.998737374,0.999859669
0.207294406,0.194537082,0.236600746,0.256682738,0.223878261,0.976414432,0.993404434,0.997190222,0.999719416,1
0.217929618,0.225081549,0.316389944,0.288859113,0.204279654,0.999578829,0.999859669,1,1,0.999859669
0.273107703,0.173032384,0.156815606,0.201850627,0.153705354,0.981328092,0.956777996,0.96543973,0.96506734,0.950743755
0.191432625,0.243331283,0.326726629,0.25232782,0.223816829,0.999719219,0.999579006,0.999859511,0.998877666,0.999859669
0.166342541,0.213929826,0.266125115,0.256626371,0.207129044,0.993120876,0.991159136,0.993116044,0.996773288,0.996070727
0.191432625,0.212406975,0.327127341,0.220296979,0.195530494,0.999298049,0.997193376,1,0.996071829,0.995790065
0.230427089,0.230326218,0.306888863,0.206015545,0.161339672,0.999017268,0.98933483,0.993256533,0.956649832,0.975161381
0.191432625,0.261537362,0.291211973,0.26937507,0.220391848,0.999578829,0.999719338,0.999859511,1,1
0.175103152,0.18411063,0.241370971,0.262415502,0.191631478,0.982872385,0.986387875,0.994380444,0.999579125,0.995790065
0.191432625,0.210704492,0.299204744,0.245387257,0.204321852,0.999298049,0.999579006,0.999859511,0.999158249,0.999579006
0.247682926,0.208472153,0.265302361,0.195419378,0.18801611,0.993542047,0.989896155,0.993958977,0.979517396,0.984423239
0.175999419,0.171394502,0.226139275,0.198630976,0.172494282,0.99494595,0.979090654,0.987075021,0.78956229,0.98933483
0.143300381,0.16929067,0.254014532,0.295760835,0.171249501,0.995928682,0.978108336,0.989322843,0.996773288,0.988633174
0.175999419,0.377280039,0.453436438,0.365737583,0.256596279,0.99985961,0.999859669,1,1,1
0.316596738,0.386992136,0.440133953,0.365737583,0.256596279,0.99985961,0.997895032,0.998033155,1,1
0.231381265,0.174907323,0.255029597,0.259129241,0.230130912,0.997894146,0.998175695,0.972323686,0.911195286,0.949480775
0.229176198,0.243092317,0.367649726,0.310832764,0.225181337,0.991857363,0.999298344,0.995082888,0.981902357,0.982318271
0.246045286,0.246433857,0.385221023,0.373675694,0.180004259,0.999578829,0.999859669,0.997892666,0.999859708,0.838899804
0.315113749,0.268661682,0.378999211,0.315897062,0.265079339,0.999017268,0.988633174,0.977943242,0.954826038,0.995369071
0.155614009,0.204559329,0.261251509,0.203083115,0.186535193,0.997894146,0.999158013,0.999719022,0.999579125,0.999719338
0.153401195,0.141697392,0.207854356,0.201534689,0.18195566,0.994665169,0.994386753,0.991570666,0.99298541,0.99761437
0.155614009,0.215925388,0.292384312,0.243135906,0.194980668,0.999719219,1,1,1,1
0.209572521,0.207024066,0.288353336,0.210719735,0.158301217,0.993963218,0.993825428,0.999016578,0.996492705,0.997053045
0.175999419,0.216976461,0.286969447,0.225851584,0.191854135,0.99985961,1,1,1,1
0.173906503,0.170071519,0.225193664,0.195905659,0.173150045,0.994524779,0.996211058,0.991851644,0.999298541,0.99761437
0.175999419,0.216976461,0.285963992,0.225851584,0.191854135,0.999578829,1,0.999859511,1,1
0.20357827,0.206458514,0.279034082,0.194479558,0.188613759,0.995647901,0.996632052,0.998454622,0.997615039,0.998316026
0.133062317,0.161361825,0.256675907,0.231871688,0.187372426,0.992418925,1,1,1,1
0.200960403,0.161361825,0.256675907,0.177153731,0.161741751,0.976274042,1,1,0.999859708,0.999859669
0.133062317,0.161361825,0.256675907,0.231871688,0.187372426,0.99985961,1,1,1,1
0.305878946,0.149776134,0.256675907,0.231871688,0.187372426,1,0.999158013,1,1,1
0.181733186,0.210818739,0.296751496,0.248284398,0.205940589,0.99985961,1,0.999859511,0.999859708,0.999298344
0.201719041,0.208297759,0.289269316,0.236130214,0.210723909,1,0.999859669,0.999016578,0.999298541,0.999158013
0.181733186,0.206381709,0.31805855,0.24759811,0.204207854,0.999719219,0.999859669,0.999859511,0.999438833,0.998316026
0.168242363,0.182946568,0.279235694,0.195691146,0.170613567,0.990453461,0.994527084,0.997330711,0.980078563,0.981616615
0.191432625,0.328197017,0.42399597,0.219543371,0.283342366,0.99985961,1,1,1,0.999859669
0.321351316,0.21202428,0.275131568,0.194396726,0.181193026,0.987224484,0.97979231,0.983984265,0.999298541,0.95369071
0.191432625,0.310784252,0.418227165,0.219543371,0.242933315,0.999578829,0.999859669,0.999859511,1,0.999438675
0.259586576,0.212627894,0.267559093,0.17091195,0.185457185,0.968692966,0.957339321,0.968249508,0.997615039,0.955234353
0.155641552,0.161241262,0.249156196,0.202109902,0.184552273,0.99985961,0.999859669,0.999859511,0.999579125,0.999579006
0.139630728,0.161754328,0.220319858,0.206104417,0.178042232,0.99985961,1,0.999438044,0.999298541,0.998877351
0.156824734,0.161754328,0.257704841,0.214796846,0.191223178,1,1,1,1,1
0.150499528,0.148898525,0.230196752,0.187957839,0.165128215,0.994103608,0.994807746,0.99227311,0.992143659,0.992001123
0.227595551,0.232112,0.303979064,0.276026871,0.295588307,0.99985961,1,1,1,0.999438675
0.189247305,0.210214518,0.257955068,0.230658738,0.202370504,0.99494595,0.999438675,0.998173644,0.992424242,0.959303957
0.21417284,0.172100025,0.20896838,0.252067183,0.238882508,0.999157658,0.998877351,0.998454622,0.999438833,0.983440921
0.256485792,0.211225354,0.258222057,0.229636678,0.283721376,0.996911414,0.986808869,0.981174487,0.986672278,0.991299467
0.133062317,0.211583522,0.288381984,0.227085138,0.191923913,0.996349853,0.998456357,0.998314133,1,1
0.23625469,0.267448507,0.358156035,0.210935018,0.184424537,0.994805559,0.999859669,1,0.999859708,0.999859669
0.133062305,0.274425814,0.358156035,0.227085138,0.191923913,0.998876878,1,1,1,1
0.275475265,0.254629094,0.357960602,0.227085138,0.191923913,0.994243998,0.994667415,0.999859511,1,1
0.174465218,0.181304263,0.265769396,0.181811206,0.183438002,0.999438439,0.999298344,0.999578533,0.999719416,0.999719338
0.211398977,0.228208732,0.315104322,0.245494662,0.190851737,1,1,0.999719022,1,1
0.191432625,0.228208732,0.329338862,0.238429643,0.190851737,0.999719219,1,1,0.999859708,1
0.18744062,0.192600381,0.285376284,0.17936411,0.181796197,0.996630633,0.986247544,0.976397865,0.993967452,0.99761437
0.185399515,0.221300605,0.30973687,0.252403548,0.200094579,0.998736487,0.999719338,0.998454622,0.998597082,0.997754701
0.212000375,0.190342406,0.294529728,0.239562542,0.197441925,0.994665169,0.99649172,0.992132622,0.992704826,0.992562447
0.185399515,0.159799713,0.228849392,0.214734203,0.186144312,0.998455707,0.998596688,0.996909244,0.998176207,0.998316026
0.204043811,0.189276348,0.316011438,0.216532075,0.200687744,0.962094623,0.953269717,0.967828042,0.975308642,0.98105529
0.195618114,0.272412071,0.324550036,0.27356675,0.195393737,0.99985961,1,0.999859511,1,1
0.211278688,0.202347153,0.264486377,0.244022023,0.18474507,0.99985961,0.993965759,0.988198932,0.998877666,0.999298344
0.195618114,0.155066632,0.189634634,0.200359278,0.180585916,0.999578829,0.998737019,0.9987356,0.999579125,0.999859669
0.216631853,0.189771322,0.222286686,0.195757341,0.193627928,0.998876878,0.977266349,0.965861197,0.987373737,0.999158013
0.129253862,0.184308427,0.27237229,0.205000056,0.175733543,0.998736487,0.994246422,0.997190222,0.990881033,0.991860791
0.13286513,0.202683886,0.263096063,0.253230456,0.200623513,0.996349853,0.982458602,0.990025288,0.989478114,0.994948077
0.129253862,0.270411598,0.330298378,0.27132801,0.224186404,0.999298049,0.999719338,0.999719022,0.999579125,0.998596688
0.183048987,0.215192395,0.298594212,0.209245202,0.170872305,0.985820581,0.960707269,0.97190222,0.969837262,0.962952568
0.155614009,0.194637482,0.285833473,0.217968775,0.173523974,0.999578829,0.999859669,1,0.999719416,1
0.186434144,0.203413004,0.285833473,0.243749959,0.173523974,0.99985961,0.999719338,1,1,1
0.155614009,0.211052512,0.285833473,0.243749959,0.173523974,0.99985961,1,1,1,1
0.171190354,0.206942482,0.275785236,0.201461389,0.173523974,0.998174926,0.999017682,0.999297555,0.998877666,1
0.191432625,0.24856976,0.298803832,0.207361773,0.182116989,0.997192194,0.946814482,0.890840124,0.993686869,0.988492843
0.251659803,0.249339019,0.404916722,0.291679224,0.241665076,0.993542047,0.970109458,0.977662265,0.999579125,0.999298344
0.191432625,0.255916803,0.300842135,0.280514831,0.222906553,0.997613365,0.981616615,0.94759764,0.997895623,0.997474039
0.270929764,0.33203841,0.368768255,0.271732642,0.202125348,0.993822827,0.970951445,0.950407418,0.995650954,0.987650856
0.191432625,0.204611578,0.314366675,0.192001378,0.183039137,0.999719219,0.999859669,0.968249508,0.999859708,1
0.203769286,0.197832993,0.291531272,0.190800685,0.183039137,0.999578829,0.993264103,0.979769598,0.999158249,1
0.191432625,0.226158924,0.315997732,0.238807987,0.183039137,0.999578829,0.999719338,0.960944085,0.999859708,1
0.23596951,0.277601081,0.419311257,0.254671537,0.182757148,0.99985961,1,0.963191908,1,0.999579006
0.168330784,0.203082824,0.304799379,0.201690823,0.183399173,0.927558613,0.664748807,0.983843776,0.98835578,0.928992422
0.317227975,0.303032242,0.342875834,0.303907241,0.276764775,0.998596097,0.981897278,0.996768755,0.999719416,1
0.180380262,0.316753415,0.381083162,0.258302214,0.216771892,0.997753755,0.935307325,0.999578533,0.99691358,0.979932641
0.226035481,0.31886559,0.379863546,0.291393127,0.231107908,0.97529131,0.957900646,0.993677999,0.999438833,0.965618861
0.155614009,0.227177393,0.325441135,0.254687938,0.196882716,0.998034536,0.998877351,0.998454622,0.985830527,0.99761437
0.242187648,0.250882336,0.335169673,0.299272384,0.211861561,0.999719219,0.999438675,0.999578533,0.999719416,0.999719338
0.155614009,0.242716759,0.329559803,0.21090494,0.191323594,0.998736487,0.999017682,0.999438044,0.9914422,0.99045748
0.249272885,0.255815982,0.369667044,0.221925573,0.18646951,0.996490243,0.996351389,0.997892666,0.971380471,0.989896155
0.175999419,0.188368427,0.268656518,0.195910337,0.189774117,0.941176471,0.956497334,0.867940433,0.900252525,0.881981476
0.37274288,0.326336188,0.415110412,0.346409318,0.269631604,0.999719219,0.970811114,0.979348131,0.999859708,0.997193376
0.175999419,0.365111734,0.452084883,0.272650258,0.252521263,0.998876878,0.990738142,0.981455465,0.996071829,0.989755824
0.305887744,0.388964373,0.473515246,0.291351326,0.236726751,0.969956479,0.95481336,0.950828885,0.952581369,0.967443166
0.184240515,0.265455786,0.299684938,0.285541295,0.232106004,0.990593851,0.999438675,0.998173644,0.994949495,0.998175695
0.288939596,0.278562501,0.351878564,0.309349705,0.225962893,0.971360382,0.993264103,0.987075021,0.996352413,0.997474039
0.184240515,0.223119997,0.315413556,0.200139733,0.1890246,0.899340166,0.982739265,0.981595954,0.848765432,0.890261016
0.306512041,0.296901414,0.401382231,0.2538512,0.218970574,0.981608873,0.990317148,0.979769598,0.95342312,0.985966882
0.183303838,0.254795885,0.308480151,0.295531342,0.210606852,0.958444476,0.874263261,0.999157067,0.981200898,0.935026663
0.315068072,0.267783221,0.321675564,0.261264899,0.225632717,0.984697459,0.973477407,0.996909244,0.958613917,0.988352512
0.183303838,0.251198707,0.334851248,0.277528878,0.213674234,0.978379896,0.919449902,0.9987356,0.991021324,0.984282908
0.327329461,0.30457755,0.369707959,0.372010035,0.237143916,0.964481258,0.949340443,0.992132622,0.99452862,0.983160258
